Time (sec),RPM,Coolant Temp (C),TPS (%),MAP (kPa),MAP Rate (kPa/sec),Battery Volt (V),Fuel Open Time (ms),Fuel Duty Cycle (%),Starting Compensation - Fuel (%),Coolant Temp Compensation - Fuel (%),Ignition Angle (DBTDC),Anlg #5 (C), Anlg #6,Anlg #7 (C),Digital Output #1,Digital Output #2,Digital Output #3,Digital Output #4,Digital Output #5,Digital Output #6,Digital Output #7,Digital Output #8,Digital Output #9,Digital Output #10,Open Time Clip,Charge Time Clip,Measured AFR #1,Accel Base Comp (%),
2.600,3897,70.0,0.0,55.57,-289.6,14.00,3.94,25.2,151.8,105.9,22.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
2.700,4242,70.0,0.0,61.29,275.8,13.90,3.88,27.5,151.8,106.1,20.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
2.800,4903,70.0,0.0,58.67,82.7,13.90,4.24,33.5,151.8,106.0,31.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
2.900,5378,70.0,0.0,59.50,193.1,14.00,4.09,36.6,151.8,106.1,26.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
3.002,5558,70.0,0.0,58.95,82.7,14.00,4.07,37.9,151.8,106.1,27.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
3.101,5238,70.0,0.0,58.95,-165.5,14.00,3.95,35.2,151.8,106.0,33.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.6,
3.200,3922,70.0,0.0,67.22,262.0,13.90,4.54,31.6,151.8,106.4,35.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.2,
3.301,3146,70.0,0.0,69.71,317.2,13.90,5.33,28.4,151.8,106.4,31.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.4,
3.400,3771,70.0,0.0,68.60,-75.8,14.00,4.13,23.7,151.8,106.5,31.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
3.500,5178,70.0,0.0,74.26,-358.5,14.00,5.46,44.8,151.8,106.6,36.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
3.601,6545,70.0,0.0,67.91,-68.9,14.00,4.55,48.1,151.8,106.5,37.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
3.702,7708,70.0,0.0,53.43,-117.2,14.00,4.79,60.3,151.8,105.9,30.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
3.800,8336,69.0,0.0,44.06,110.3,14.00,3.76,52.1,152.2,105.2,32.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
3.900,8438,69.0,0.0,28.48,-172.4,14.00,3.71,52.5,152.2,104.6,30.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
4.000,7515,69.0,0.0,16.62,-213.7,14.00,2.96,37.5,152.2,104.1,26.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
4.100,6588,69.0,0.0,14.75,-103.4,14.00,2.23,24.8,152.2,104.0,23.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.6,
4.200,5741,69.0,0.0,16.13,-199.9,14.00,3.14,30.6,152.2,103.9,24.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
4.300,4880,69.0,0.0,21.65,165.5,14.00,3.23,26.7,152.2,104.2,24.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
4.400,4097,69.0,0.0,23.58,-96.5,14.00,3.43,24.2,152.2,104.2,22.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
4.500,3340,69.0,0.0,26.68,0.0,14.00,2.88,16.8,152.2,104.4,23.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
4.600,2620,68.0,0.0,33.30,124.1,13.90,2.27,10.4,152.6,104.2,20.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
4.700,2115,68.0,0.0,38.89,151.7,13.90,2.29,8.7,152.6,104.4,20.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
4.800,2120,68.0,0.0,42.26,131.0,14.00,2.32,7.9,152.6,104.6,19.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
4.900,2433,68.0,0.0,48.81,-282.7,14.00,2.61,9.6,152.6,104.9,18.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
5.000,2722,68.0,0.0,57.71,62.1,14.00,2.56,10.9,152.6,105.1,13.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
5.100,3369,68.0,0.0,62.05,-27.6,14.00,3.16,17.5,152.6,105.2,23.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
5.200,4352,68.0,0.0,51.09,-289.6,14.00,3.82,26.7,152.6,105.0,16.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
5.300,4443,68.0,0.0,44.75,-172.4,14.00,3.31,24.9,152.6,104.8,18.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
5.400,4198,68.0,0.0,42.40,172.4,14.00,2.93,20.3,152.6,104.6,16.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
5.500,3975,68.0,0.0,39.02,6.9,14.00,2.34,15.7,152.6,104.6,16.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
5.600,3838,68.0,0.0,33.30,-282.7,14.00,2.35,15.1,152.6,104.4,17.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
5.700,3665,67.0,0.0,32.89,-75.8,14.00,2.61,16.0,153.1,103.9,19.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
5.800,3420,67.0,0.0,32.41,-199.9,14.00,2.55,14.6,153.1,103.9,20.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
5.900,3077,67.0,0.0,37.02,55.2,14.00,2.37,12.5,153.1,104.1,20.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
6.000,2979,67.0,0.0,37.37,110.3,14.00,2.30,11.4,153.1,104.1,18.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
6.100,2950,67.0,0.0,41.44,103.4,14.00,2.30,11.6,152.3,104.2,17.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
6.200,3109,67.0,0.0,40.54,110.3,14.00,2.31,11.7,151.1,104.2,16.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
6.300,3133,67.0,0.0,40.82,-199.9,14.00,2.40,12.8,149.9,104.2,16.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
6.400,3201,67.0,0.0,43.37,151.7,14.00,2.43,13.1,148.7,104.3,15.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
6.500,3272,67.0,0.0,41.85,75.8,14.00,2.39,12.7,147.5,104.2,15.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
6.600,3219,67.0,0.0,41.16,-275.8,14.00,2.43,13.3,146.3,104.2,15.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
6.700,3247,67.0,0.0,44.88,165.5,14.00,2.41,13.2,145.0,104.3,15.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
6.800,3343,67.0,0.0,43.51,158.6,14.00,2.38,12.9,143.8,104.2,15.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
6.900,3336,67.0,0.0,41.58,-131.0,14.00,2.39,13.1,142.6,104.2,15.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
7.000,3290,67.0,0.0,42.40,-179.3,14.00,2.41,13.4,141.4,104.3,15.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
7.100,3290,67.0,0.0,44.20,144.8,14.00,2.40,13.4,140.2,104.2,15.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
7.200,3314,67.0,0.0,41.99,144.8,14.00,2.32,12.6,139.0,104.2,15.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
7.300,3362,67.0,0.0,39.58,-55.2,14.00,2.31,12.6,137.8,104.2,16.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
7.401,3372,67.0,0.0,37.92,-324.1,14.00,2.32,12.7,136.6,104.2,15.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
7.500,3304,67.0,0.0,41.58,117.2,14.00,2.29,12.8,135.4,104.1,17.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
7.600,3296,67.0,0.0,40.95,158.6,14.00,2.29,12.8,134.2,104.2,16.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
7.700,3431,67.0,0.0,39.99,110.3,14.00,2.30,12.7,133.0,104.2,15.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
7.800,3344,67.0,0.0,41.99,-262.0,14.00,2.38,13.2,131.7,104.2,14.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
7.900,3282,67.0,0.0,48.54,-41.4,14.00,2.48,13.7,130.5,104.4,11.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
8.001,3334,67.0,0.0,52.47,220.6,14.00,2.61,14.7,129.3,104.5,12.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
8.101,3424,67.0,0.0,52.74,199.9,14.00,2.70,15.6,128.1,104.5,12.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
8.201,3613,67.0,0.0,52.06,165.5,14.00,2.78,17.0,126.9,104.5,12.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
8.300,3720,67.0,0.0,52.06,213.7,14.00,2.81,17.7,125.7,104.6,12.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
8.400,3777,67.0,0.0,51.37,179.3,14.00,2.79,17.9,124.5,104.5,12.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
8.502,3981,67.0,0.0,47.30,-220.6,14.00,2.78,18.0,123.3,104.4,13.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
8.600,4040,67.0,0.0,45.92,-55.2,14.10,2.60,17.1,122.1,104.4,13.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
8.700,4002,67.0,0.0,48.13,220.6,14.10,2.55,17.1,120.9,104.4,14.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
8.800,4180,67.0,0.0,45.02,-365.4,14.10,3.20,21.9,119.6,104.4,14.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
8.901,4116,67.0,0.0,51.09,275.8,14.10,2.78,19.2,118.4,104.5,13.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
9.000,4321,67.0,0.0,49.09,-310.3,14.10,3.43,24.0,117.2,104.5,15.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
9.100,4345,68.0,0.0,54.74,310.3,14.10,3.38,24.7,114.9,104.9,16.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.4,
9.200,4605,68.0,0.0,52.19,124.1,14.10,3.68,27.8,113.7,104.9,18.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
9.300,4905,68.0,0.0,51.64,41.4,14.10,3.25,26.0,112.5,104.9,22.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
9.400,5347,68.0,0.0,52.19,199.9,14.10,2.82,25.2,111.3,104.9,27.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.2,
9.500,5831,68.0,0.0,45.37,-48.3,14.10,2.62,25.0,110.1,104.8,29.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
9.601,6229,68.0,0.0,40.82,34.5,14.10,2.52,26.2,108.9,104.6,27.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
9.700,6420,68.0,0.0,37.23,179.3,14.10,2.17,23.3,107.7,104.5,27.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
9.800,6686,68.0,0.0,31.30,-275.8,14.10,2.08,23.0,106.4,104.2,27.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
9.903,6828,68.0,0.0,30.75,75.8,14.10,2.72,30.9,105.2,104.2,27.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
10.001,6262,68.0,0.0,30.06,48.3,14.10,2.74,29.1,104.0,104.1,27.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
10.100,5104,68.0,0.0,32.68,-179.3,14.10,2.13,18.6,102.8,104.3,26.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
10.200,4741,68.0,0.0,38.20,-193.1,14.10,2.66,21.0,101.6,104.5,21.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
10.303,4471,68.0,0.0,43.64,-110.3,14.10,2.84,21.1,100.4,104.6,17.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
10.400,4292,68.0,0.0,50.81,220.6,14.10,3.04,22.2,100.0,104.8,14.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
10.500,4253,68.0,0.0,52.19,-213.7,14.10,3.24,22.6,100.0,105.0,16.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
10.600,4308,68.0,0.0,59.50,262.0,14.00,2.96,21.5,100.0,105.2,19.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.2,
10.701,4592,68.0,0.0,59.50,303.4,14.10,2.94,22.7,100.0,105.2,19.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.4,
10.803,4831,68.0,0.0,59.92,206.8,14.10,2.70,21.9,100.0,105.2,24.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
10.900,5058,68.0,0.0,61.91,310.3,14.10,2.52,21.4,100.0,105.3,26.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.4,
11.000,5132,68.0,0.0,60.74,-13.8,14.10,2.46,21.2,100.0,105.3,27.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.1,
11.100,5426,67.0,0.0,59.36,-144.8,14.10,2.84,25.2,100.0,105.2,32.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.4,
11.200,5344,67.0,0.0,60.60,-6.9,14.10,2.84,25.8,100.0,104.9,32.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
11.300,4836,67.0,0.0,59.50,-365.4,14.10,3.12,25.2,100.0,104.8,37.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
11.400,4176,67.0,0.0,68.33,344.7,14.00,3.00,21.6,100.0,105.0,36.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.6,
11.500,4031,67.0,0.0,65.50,-358.5,14.10,3.86,25.3,100.0,105.0,34.2,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
11.600,3908,67.0,0.0,69.98,179.3,14.00,4.22,26.8,100.0,105.1,33.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
11.701,3704,67.0,0.0,74.05,324.1,14.00,3.30,21.0,100.0,105.2,33.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.5,
11.800,3676,67.0,0.0,69.57,151.7,14.10,2.83,18.0,100.0,105.2,33.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
11.900,3534,67.0,0.0,61.91,158.6,14.10,2.43,14.9,100.0,104.9,25.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
12.003,3211,67.0,0.0,55.71,158.6,14.00,2.39,13.4,100.0,104.6,13.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
12.100,3292,67.0,0.0,48.26,-186.2,14.00,2.01,10.6,100.0,104.6,11.5,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
12.200,3179,67.0,0.0,46.47,-103.4,14.00,2.03,11.0,100.0,104.4,12.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
12.300,3204,67.0,0.0,44.33,117.2,14.00,1.92,10.4,100.0,104.4,15.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
12.400,3259,67.0,0.0,40.27,-48.3,14.00,1.88,9.9,100.0,104.2,16.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
12.500,3052,67.0,0.0,40.68,-62.1,14.00,1.87,9.7,100.0,104.2,16.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
12.600,3095,67.0,0.0,40.27,131.0,14.00,1.83,9.3,100.0,104.2,17.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
12.700,2957,67.0,0.0,40.82,-110.3,14.00,1.82,9.1,100.0,104.2,16.8,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
12.800,2938,67.0,0.0,41.85,151.7,14.00,1.82,9.0,100.0,104.2,17.1,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
12.900,2874,67.0,0.0,44.61,62.1,14.00,1.82,8.9,100.0,104.3,17.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
13.000,2803,67.0,0.0,42.95,-137.9,14.00,1.82,8.4,100.0,104.3,17.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
13.100,2754,67.0,0.0,47.44,165.5,14.00,1.82,8.2,100.0,104.3,18.0,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.5,
13.200,2486,67.0,0.0,53.50,186.2,14.00,2.00,8.6,100.0,104.4,18.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.1,
13.300,2455,67.0,0.0,59.78,193.1,14.00,2.59,11.0,100.0,104.7,16.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
13.400,2733,67.0,0.0,62.74,48.3,14.00,2.83,12.6,100.0,104.8,24.4,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
13.500,3573,67.0,0.0,61.57,206.8,14.10,2.50,14.9,100.0,104.9,21.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.4,
13.600,3917,67.0,0.0,57.71,-41.4,14.10,2.70,17.7,100.0,104.7,14.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.3,
13.700,4289,67.0,0.0,53.30,-75.8,14.10,3.08,21.4,100.0,104.6,15.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
13.800,4690,67.0,0.0,49.23,-330.9,14.10,2.84,21.7,100.0,104.5,18.9,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
13.900,4992,67.0,0.0,46.47,-344.7,14.10,2.43,19.9,100.0,104.4,23.7,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.3,
14.003,5386,67.0,0.0,45.92,27.6,14.10,2.73,24.6,100.0,104.4,27.3,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,120.0,
14.100,5685,67.0,0.0,40.82,-282.7,14.10,2.48,23.2,100.0,104.2,27.6,-63.0,0.02,-63.0,0,0,0,1,0,0,0,0,0,0,0,0,19.11,100.2,
